item_name,qty_share_start,price_start,qty_share_end,price_end,price_change,qty_share_change,pre_behavior,price_chg_pre,qs_chg_pre
Social assistance,0.0025446173339457767,107.238,0.0026535664486953044,140.94899999999998,31.43568511162087,0.01089491147495277,Necessity-like pre-2020,14.29089087595521,0.006598858226649533
Small electric household appliances,0.0024222270944717007,106.274,0.003076172440558522,114.086,7.350810169938082,0.06539453460868211,Moderate price change pre-2020,0.6811614797972654,-0.01829648807847597
Market-based PCE services,0.0025706310123932647,105.76,0.002438666422295706,131.61299999999997,24.444969742813893,-0.013196459009755853,Necessity-like pre-2020,10.928142142415131,-0.005593559411973866
Services,0.002553700322230514,106.076,0.0024331957297176487,134.138,26.454617444096694,-0.012050459251286517,Necessity-like pre-2020,12.080132709233649,-0.00762630280093041
Sewing items,0.002191131651205886,105.826,0.0018735619142326067,109.526,3.4963052557972496,-0.031756973697327925,Moderate price change pre-2020,2.4244829221552244,-0.10810648056258765
Shoes and other footwear,0.00252303615378124,100.428,0.002677413057368889,106.997,6.541004500736847,0.015437690358764905,Moderate price change pre-2020,-0.26614761261619657,0.005824291923313234
"Other social assistance, not elsewere classified",0.002417891481397119,107.011,0.00207976494217478,145.516,35.98228219528834,-0.033812653922233885,Luxury-like pre-2020,13.936032026575251,-0.06236301758404525
"Professional advocacy, gross output",0.0026236272213719463,106.833,0.0021155148160182046,136.122,27.41568616438743,-0.05081124053537417,Luxury-like pre-2020,13.254531962260142,-0.03669985115687144
Professional advocacy services to households,0.002517368369091564,106.388,0.002261880891439938,137.97,29.68567883595894,-0.025548747765162614,Luxury-like pre-2020,13.844836811128957,-0.011673735154680903
Social services and religious activities (120),0.0025629528596298997,106.873,0.0026782747415478514,139.132,30.184424503850373,0.011532188191795169,Necessity-like pre-2020,14.208619639441334,0.0026220459160222406
Spectator sports,0.0027973908425844973,108.213,0.002816605111021595,116.264,7.439956382320045,0.0019214268437097674,Necessity-like pre-2020,20.859765904217298,0.01584247406784863
"Sporting equipment, supplies, guns, and ammunition (part of 80)",0.003017102273866774,94.338,0.0038941111180624765,102.214,8.348703597701878,0.08770088441957023,Moderate price change pre-2020,-10.55805222140055,0.05634382077894504
"Social services, gross output",0.002429009059057638,106.679,0.0023128404930003797,138.537,29.863422041826414,-0.011616856605725819,Luxury-like pre-2020,13.43278821002487,-0.014696539698768208
Social services to households,0.0024153240233753,106.755,0.0025129115358550605,138.561,29.793452297316293,0.009758751247976056,Luxury-like pre-2020,13.801594746716695,-0.0101414535970686
Stationery and miscellaneous printed materials,0.0024495729445342834,104.957,0.0022419218811551562,133.781,27.46267519079244,-0.020765106337912714,Moderate price change pre-2020,1.9851526517286056,-0.02249899269966423
Sugar and sweets,0.0025631224087445483,102.562,0.002090305543991844,145.221,41.59337766424211,-0.04728168647527044,Necessity-like pre-2020,5.029134366263532,0.013097105293705287
Therapeutic appliances and equipment,0.0026376513552835807,102.688,0.002943773664502745,115.508,12.484418822062949,0.030612230921916443,Moderate price change pre-2020,2.7105963311928605,5.561588239170762e-4
Tax preparation and other related services,0.002592212192557801,108.053,0.0026365331567856014,150.82600000000002,39.58520355751347,0.0044320964227800505,Luxury-like pre-2020,20.80384593884508,-0.016409345483794045
Tires,0.002520710908780347,101.26,0.002571365785855772,127.11,25.52834287971557,0.005065487707542468,Moderate price change pre-2020,-1.3127759314666587,0.016430969966109172
Taxicabs and ride sharing services,0.004269101379034989,102.614,0.005821137529724598,109.373,6.586820511821001,0.15520361506896088,Necessity-like pre-2020,7.934070326387643,0.22206163695416442
Telephone and related communication equipment,0.0032389209584311103,73.19,0.0074370558744477275,35.716,-51.20098374094822,0.41981349160166176,Moderate price change pre-2020,-52.40820095326653,0.14032709400155133
Telecommunication services (71),0.0027474222963673953,91.015,0.0029330527101831083,77.938,-14.36796132505631,0.018563041381571305,Moderate price change pre-2020,-22.306352756389458,0.03816869459500626
Education services,0.0024736489188143607,105.802,0.002205290283965818,119.673,13.110338178862403,-0.02683586348485429,Luxury-like pre-2020,13.200804587862724,-0.025012531305139633
Rental of tenant-occupied nonfarm housing (20),0.002515915090966006,109.18,0.0023658641287569388,142.437,30.46070708921047,-0.01500509622090673,Luxury-like pre-2020,19.98461453926039,-0.03213600898201541
Food and nonalcoholic beverages purchased for off-premises consumption (4),0.0025698317094242076,101.771,0.002291699171865395,132.76999999999998,30.45956117165005,-0.02781325375588125,Moderate price change pre-2020,0.15549191540451535,0.004641012583522005
Other personal business services,0.0026824123215507673,106.745,0.003521663161081598,139.42600000000002,30.61595390884819,0.08392508395308308,Necessity-like pre-2020,15.002154708037075,0.019014136335891198
Net motor vehicle and other transportation insurance (116),0.0023942757118568013,109.031,0.0020550766884891865,138.412,26.947381937247194,-0.03391990233676148,Luxury-like pre-2020,23.13347713643601,-0.03166571717734359
Truck leasing,0.003167565002466212,100.505,0.0027355266415314064,133.35000000000002,32.679966170837304,-0.04320383609348055,Moderate price change pre-2020,-0.12917970884881447,0.12458917587739593
Therapeutic medical equipment,0.0026965333406707725,102.889,0.0033653175805174744,113.279,10.098261232979233,0.0668784239846702,Moderate price change pre-2020,1.6448668300007796,0.02232896705096129
Tenant-occupied mobile homes,0.0024160022198338937,109.18,0.0019911317067434647,142.431,30.455211577211937,-0.0424870513090429,Luxury-like pre-2020,19.98461453926039,-0.058851426184325414
Tobacco (127),0.002217217993559652,111.649,0.001164375795780369,165.879,48.571863608272345,-0.10528421977792832,Luxury-like pre-2020,24.81861172288118,-0.048565107569473145
Tools and equipment for house and garden (35),0.002654824258467258,100.706,0.002463374715148252,129.65800000000002,28.7490318352432,-0.01914495433190059,Moderate price change pre-2020,-2.0045540353813562,0.05652193188175918
Transportation services,0.002668315523732855,106.277,0.002447463616587894,137.82700000000003,29.686573764784498,-0.022085190714496092,Necessity-like pre-2020,7.64517011212511,0.011059511324383337
"Trust, fiduciary, and custody activities",0.0023991441935774208,104.699,0.00272921430394134,117.203,11.942807476671224,0.03300701103639194,Moderate price change pre-2020,-2.315708940950356,0.018640038988004728
Televisions,0.004232987417614873,61.056,0.0071664670030868755,41.553999999999995,-31.941168763102734,0.29334795854720025,Moderate price change pre-2020,-60.2266953292945,0.22153216438867757
Labor organization dues,0.0024689257649062974,107.214,0.0019801302040864917,136.562,27.373290801574424,-0.04887955608198057,Luxury-like pre-2020,13.916868545199534,-0.025802428426501815
U.S. student expenditures,0.0025289219301897503,100.015,0.0023662047945951325,100.534,0.51892216167575,-0.016271713559461772,Moderate price change pre-2020,-2.927274315497286,0.045873089980797734
U.S. travel outside the United States,0.0029598188944176965,100.779,0.003659131846376381,100.746,-0.032744917095828274,0.06993129519586844,Moderate price change pre-2020,-2.081207916751693,0.08066147612488844
"Glassware, tableware, and household utensils (34)",0.002967593932389432,90.567,0.0038298455096455134,87.809,-3.0452593107864856,0.08622515772560815,Moderate price change pre-2020,-12.620600493979628,0.04536721849144636
Household utilities,0.0024539327789109577,102.6,0.0021279190603618594,141.93,38.33333333333335,-0.03260137185490983,Moderate price change pre-2020,4.812593856306635,-0.03164293120372129
Used truck margin,0.0025622504418692134,101.626,0.002175351768538645,135.286,33.121445299431244,-0.03868986733305685,Moderate price change pre-2020,-3.937007874015741,0.07420100413362402
Net transactions in used trucks,0.003197114991019225,101.63,0.0029428117844890207,135.292,33.122109613303174,-0.02543032065302044,Moderate price change pre-2020,-3.9377670233279205,0.13796914023572693
Used light trucks,0.0029503725866015696,101.736,0.00264478929357007,135.19,32.88314854132264,-0.03055832930314996,Moderate price change pre-2020,-3.7911958012199154,0.1131816750030676
Video and audio equipment,0.0033227751062758063,77.84100000000001,0.004184719117208969,69.776,-10.360863812129873,0.08619440109331628,Moderate price change pre-2020,-37.64638972107851,0.08797155084187828
"Video, audio, photographic, and information processing equipment and media (75, 76, and part of 93)",0.003517272162079651,83.71900000000001,0.005900813257528106,70.001,-16.385766671842717,0.2383541095448455,Moderate price change pre-2020,-28.402463012058497,0.1319275197001133
Commercial and vocational schools (99),0.0027415122986567926,103.714,0.0030438693034309434,114.976,10.858707599745454,0.030235700477415077,Necessity-like pre-2020,9.363730307695551,0.010922922099378379
Vegetables (fresh),0.0025014307523146114,103.459,0.002498483335649194,119.323,15.333610415720234,-2.947416665417552e-4,Moderate price change pre-2020,1.3657963062754241,0.009581818286052372
Veterinary and other services for pets,0.002569541053799096,108.165,0.0024582647275753415,155.506,43.76739240974437,-0.01112763262237546,Necessity-like pre-2020,16.971807377448055,0.007238209853694657
Video and audio streaming and rental,0.003318294165388669,101.998,0.004368798904835481,126.613,24.132826133845754,0.10505047394468117,Necessity-like pre-2020,7.994960136372775,0.14291247214237435
Motor vehicle maintenance and repair (60),0.0025172230412790083,106.679,0.0020762380487911237,158.56,48.63281433084299,-0.04409849924878846,Luxury-like pre-2020,11.551572695332112,-0.012433894607676368
Vocational rehabilitation services,0.0026190009526722534,106.753,0.0021371370771600517,139.777,30.934962015119005,-0.04818638755122017,Luxury-like pre-2020,11.45762641079986,-0.015304570223799658
Water transportation (65),0.0030993335944712644,98.031,0.00407718894734136,96.823,-1.2322632636615038,0.09778553528700952,Moderate price change pre-2020,2.1496748916305375,0.0656163533403613
Window coverings,0.003005209614539291,95.926,0.0032350229169917197,116.516,21.464462189604493,0.02298133024524287,Moderate price change pre-2020,-11.132727458010239,0.058581675955934456
Women's and girls' clothing,0.00268289674759262,94.841,0.0030351923441404704,97.476,2.778334264716742,0.035229559654785046,Moderate price change pre-2020,-6.453681054209747,0.003727523724626411
Sports and recreational vehicles,0.0023681893695030355,106.772,0.002591745618646558,113.108,5.934140036713753,0.02235562491435224,Necessity-like pre-2020,8.90990136377081,0.028106985209250215
Wine,0.002679917527435226,100.488,0.0028812314244437047,108.643,8.115396863307067,0.020131389700847862,Moderate price change pre-2020,-0.6770581083886063,0.03415218216483557
Water supply and sanitation (25),0.0024363481135917056,108.253,0.002103351041677981,140.35700000000003,29.656452938948608,-0.03329970719137244,Luxury-like pre-2020,18.01907876805671,-0.029590416968976054
Water supply and sewage maintenance,0.002460835850007358,108.216,0.0021089018909238493,138.191,27.699231167295046,-0.03519339590835088,Luxury-like pre-2020,19.633855133987787,-0.036713280528338214
Watches,0.0025761776905724775,101.522,0.0026497189286404073,122.665,20.826027856031203,0.007354123806792984,Luxury-like pre-2020,14.968744337742358,-0.05518918921922334
PCE goods excluding food and energy,0.002699149241296777,98.65,0.002948903691242609,109.629,11.129244804865678,0.024975444994583193,Moderate price change pre-2020,-3.1180947704394724,0.021480401846749
PCE services excluding energy,0.0025558560181167585,106.231,0.00244109116149697,133.92700000000002,26.07148572450606,-0.01147648566197884,Necessity-like pre-2020,12.433982832890567,-0.007007542493513283
Audio streaming and radio services (including satellite radio),0.0034557742760664557,90.819,0.0035648475658644346,100.991,11.200299496801325,0.010907328979797891,Moderate price change pre-2020,-8.382091840852224,0.18108942224056382
Video streaming and rental,0.0032689795943280676,106.255,0.004583238030395169,135.977,27.97233071384877,0.1314258436067101,Necessity-like pre-2020,14.280951202985669,0.12897550178985598
Tenant-occupied stationary homes and landlord durables,0.0025181918933627136,109.18,0.002374400813878743,142.437,30.46070708921047,-0.01437910794839705,Luxury-like pre-2020,19.98461453926039,-0.03152723066567761
"Tenant-occupied, including landlord durables",0.0025181918933627136,109.179,0.002374400813878743,142.429,30.45457459767904,-0.01437910794839705,Luxury-like pre-2020,19.98615278098317,-0.03152723066567761
New domestic light trucks,0.0028775633525111137,99.685,0.0028742177160102976,122.074,22.45974820685157,-3.3456365008161133e-4,Moderate price change pre-2020,0.8753288807933801,0.037662103228495045
New foreign light trucks,0.002894857362205254,99.692,0.002656812793741625,122.083,22.460177346226384,-0.023804456846362877,Moderate price change pre-2020,0.875266880508363,0.11986395314050133
