year,value,item_text,demographics_text,characteristics_text,total_expend,cpi_index
2013,3606,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,42495,233.85483333333335
2014,3670,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,45395,239.44933333333333
2015,3445,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,45912,242.25008333333332
2016,3697,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,47664,239.07141666666666
2017,4038,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,50470,238.59408333333334
2018,4081,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,51729,239.65933333333334
2019,4422,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,53045,241.76675
2020,4230,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,51554,250.21283333333332
2021,4754,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,55914,258.8825
2022,5525,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,61956,288.45758333333333
2023,5756,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,65487,302.9105833333333
2024,5820,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,66900,306.53991666666667
1984,2297,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,26138,102.775
1985,2383,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,27760,104.25833333333333
1986,2416,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,28698,107.275
1987,2441,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,29603,111.875
1988,2570,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,32084,116.55833333333334
1989,2789,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,34231,124.23333333333333
1990,3038,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,34265,132.33333333333334
1991,3140,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,36151,135.8
1992,3015,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,36094,136.8
1993,3184,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,37299,140.05
1994,3141,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,39033,144.08333333333334
1995,3289,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,39395,148.75
1996,3426,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,41965,154.26666666666668
1997,3319,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,42846,158.13333333333333
1998,3289,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,43811,161.125
1999,3637,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,45998,164.23333333333335
2000,3590,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,46794,167.85833333333332
2001,3709,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,48722,173.38333333333333
2002,3660,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,50432,175.59166666666667
2003,3726,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,50468,179.40833333333333
2004,3836,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,50974,186.19166666666666
2005,3952,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,54354,189.78333333333333
2006,3903,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,55697,193.10833333333335
2007,3980,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,57285,201.25366666666667
2008,4340,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,58632,214.13883333333334
2009,4316,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,56879,215.12208333333334
2010,3917,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,55212,215.8305
2011,4364,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,57460,226.19883333333334
2012,4593,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,59980,231.74966666666666
2013,4482,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,58842,233.85483333333335
2014,4501,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,60417,239.44933333333333
2015,4545,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,63671,242.25008333333332
2016,4738,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,64910,239.07141666666666
2017,4893,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,67604,238.59408333333334
2018,5081,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,69131,239.65933333333334
2019,5198,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,71173,241.76675
2020,5707,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,71905,250.21283333333332
2021,5868,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,75284,258.8825
2022,6529,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,81961,288.45758333333333
2023,6917,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,87922,302.9105833333333
2024,7162,Food at home,Quintiles of income before taxes,Fourth 20 percent income quintile,89972,306.53991666666667
1984,2921,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,41825,102.775
1985,3052,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,45166,104.25833333333333
1986,2968,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,46242,107.275
1987,3060,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,46470,111.875
1988,3084,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,48718,116.55833333333334
1989,3329,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,53093,124.23333333333333
1990,3509,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,55437,132.33333333333334
1991,3875,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,57597,135.8
1992,3844,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,57981,136.8
1993,3910,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,59521,140.05
1994,3844,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,60803,144.08333333333334
1995,4000,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,62639,148.75
1996,4299,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,66794,154.26666666666668
1997,4200,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,66800,158.13333333333333
1998,4260,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,70648,161.125
1999,4273,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,75015,164.23333333333335
2000,4507,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,75102,167.85833333333332
2001,4584,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,77125,173.38333333333333
2002,4528,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,79199,175.59166666666667
2003,4503,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,81731,179.40833333333333
2004,4984,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,83710,186.19166666666666
2005,5007,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,90469,189.78333333333333
2006,5186,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,94150,193.10833333333335
2007,5265,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,96752,201.25366666666667
2008,5645,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,97003,214.13883333333334
2009,5629,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,94244,215.12208333333334
2010,5683,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,92870,215.8305
2011,5828,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,94551,226.19883333333334
2012,5968,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,99368,231.74966666666666
2013,6058,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,99237,233.85483333333335
2014,6039,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,104363,239.44933333333333
2015,6310,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,110508,242.25008333333332
2016,6193,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,112221,239.07141666666666
2017,6677,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,116988,238.59408333333334
2018,6827,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,118781,239.65933333333334
2019,7129,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,121571,241.76675
2020,7813,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,114839,250.21283333333332
2021,8127,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,128213,258.8825
2022,8523,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,140657,288.45758333333333
2023,9198,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,150093,302.9105833333333
2024,9336,Food at home,Quintiles of income before taxes,Highest 20 percent income quintile,150342,306.53991666666667
1984,1054,Food at home,Age of reference person,Reference person under age 25,13461,102.775
1985,974,Food at home,Age of reference person,Reference person under age 25,13763,104.25833333333333
1986,1011,Food at home,Age of reference person,Reference person under age 25,14142,107.275
1987,1046,Food at home,Age of reference person,Reference person under age 25,14368,111.875
1988,1121,Food at home,Age of reference person,Reference person under age 25,16373,116.55833333333334
1989,1285,Food at home,Age of reference person,Reference person under age 25,16577,124.23333333333333
1990,1285,Food at home,Age of reference person,Reference person under age 25,16525,132.33333333333334
1991,1410,Food at home,Age of reference person,Reference person under age 25,16745,135.8
1992,1440,Food at home,Age of reference person,Reference person under age 25,17258,136.8
1993,1339,Food at home,Age of reference person,Reference person under age 25,17468,140.05
1994,1617,Food at home,Age of reference person,Reference person under age 25,18417,144.08333333333334
1995,1407,Food at home,Age of reference person,Reference person under age 25,18425,148.75
1996,1638,Food at home,Age of reference person,Reference person under age 25,18384,154.26666666666668
1997,1566,Food at home,Age of reference person,Reference person under age 25,18450,158.13333333333333
1998,1518,Food at home,Age of reference person,Reference person under age 25,19436,161.125
1999,1828,Food at home,Age of reference person,Reference person under age 25,21704,164.23333333333335
2000,1643,Food at home,Age of reference person,Reference person under age 25,22543,167.85833333333332
2001,1857,Food at home,Age of reference person,Reference person under age 25,23526,173.38333333333333
2002,1926,Food at home,Age of reference person,Reference person under age 25,24229,175.59166666666667
2003,1766,Food at home,Age of reference person,Reference person under age 25,22396,179.40833333333333
2004,1853,Food at home,Age of reference person,Reference person under age 25,24535,186.19166666666666
2005,1917,Food at home,Age of reference person,Reference person under age 25,27776,189.78333333333333
2006,1946,Food at home,Age of reference person,Reference person under age 25,28181,193.10833333333335
2007,2265,Food at home,Age of reference person,Reference person under age 25,29457,201.25366666666667
2008,2330,Food at home,Age of reference person,Reference person under age 25,29325,214.13883333333334
2009,2449,Food at home,Age of reference person,Reference person under age 25,28119,215.12208333333334
2010,2197,Food at home,Age of reference person,Reference person under age 25,27483,215.8305
2011,2382,Food at home,Age of reference person,Reference person under age 25,29912,226.19883333333334
2012,2529,Food at home,Age of reference person,Reference person under age 25,31411,231.74966666666666
2013,2602,Food at home,Age of reference person,Reference person under age 25,30373,233.85483333333335
2014,2497,Food at home,Age of reference person,Reference person under age 25,32179,239.44933333333333
2015,2543,Food at home,Age of reference person,Reference person under age 25,32797,242.25008333333332
2016,2301,Food at home,Age of reference person,Reference person under age 25,34438,239.07141666666666
2017,2397,Food at home,Age of reference person,Reference person under age 25,33629,238.59408333333334
2018,2412,Food at home,Age of reference person,Reference person under age 25,32039,239.65933333333334
2019,2743,Food at home,Age of reference person,Reference person under age 25,39293,241.76675
2020,2604,Food at home,Age of reference person,Reference person under age 25,38075,250.21283333333332
2021,3081,Food at home,Age of reference person,Reference person under age 25,42063,258.8825
2022,3347,Food at home,Age of reference person,Reference person under age 25,46360,288.45758333333333
2023,3149,Food at home,Age of reference person,Reference person under age 25,49560,302.9105833333333
2024,4189,Food at home,Age of reference person,Reference person under age 25,47283,306.53991666666667
1984,1830,Food at home,Age of reference person,Reference person from age 25 to 34,22294,102.775
1985,1980,Food at home,Age of reference person,Reference person from age 25 to 34,23349,104.25833333333333
1986,1881,Food at home,Age of reference person,Reference person from age 25 to 34,23931,107.275
1987,1989,Food at home,Age of reference person,Reference person from age 25 to 34,24177,111.875
1988,2046,Food at home,Age of reference person,Reference person from age 25 to 34,25770,116.55833333333334
1989,2156,Food at home,Age of reference person,Reference person from age 25 to 34,26683,124.23333333333333
1990,2340,Food at home,Age of reference person,Reference person from age 25 to 34,28117,132.33333333333334
1991,2529,Food at home,Age of reference person,Reference person from age 25 to 34,29280,135.8
1992,2486,Food at home,Age of reference person,Reference person from age 25 to 34,29554,136.8
1993,2519,Food at home,Age of reference person,Reference person from age 25 to 34,28594,140.05
1994,2454,Food at home,Age of reference person,Reference person from age 25 to 34,30458,144.08333333333334
1995,2758,Food at home,Age of reference person,Reference person from age 25 to 34,31493,148.75
1996,2544,Food at home,Age of reference person,Reference person from age 25 to 34,33020,154.26666666666668
1997,2758,Food at home,Age of reference person,Reference person from age 25 to 34,34902,158.13333333333333
1998,2547,Food at home,Age of reference person,Reference person from age 25 to 34,34779,161.125
1999,2890,Food at home,Age of reference person,Reference person from age 25 to 34,36158,164.23333333333335
2000,2951,Food at home,Age of reference person,Reference person from age 25 to 34,38945,167.85833333333332
2001,2936,Food at home,Age of reference person,Reference person from age 25 to 34,39451,173.38333333333333
2002,3093,Food at home,Age of reference person,Reference person from age 25 to 34,40318,175.59166666666667
2003,2976,Food at home,Age of reference person,Reference person from age 25 to 34,40525,179.40833333333333
2004,3155,Food at home,Age of reference person,Reference person from age 25 to 34,42701,186.19166666666666
2005,2945,Food at home,Age of reference person,Reference person from age 25 to 34,45068,189.78333333333333
2006,3186,Food at home,Age of reference person,Reference person from age 25 to 34,47582,193.10833333333335
2007,3210,Food at home,Age of reference person,Reference person from age 25 to 34,47510,201.25366666666667
2008,3393,Food at home,Age of reference person,Reference person from age 25 to 34,48159,214.13883333333334
2009,3478,Food at home,Age of reference person,Reference person from age 25 to 34,46494,215.12208333333334
2010,3338,Food at home,Age of reference person,Reference person from age 25 to 34,46617,215.8305
2011,3447,Food at home,Age of reference person,Reference person from age 25 to 34,48097,226.19883333333334
2012,3680,Food at home,Age of reference person,Reference person from age 25 to 34,49544,231.74966666666666
2013,3559,Food at home,Age of reference person,Reference person from age 25 to 34,48087,233.85483333333335
2014,3711,Food at home,Age of reference person,Reference person from age 25 to 34,49547,239.44933333333333
2015,3539,Food at home,Age of reference person,Reference person from age 25 to 34,52062,242.25008333333332
2016,3749,Food at home,Age of reference person,Reference person from age 25 to 34,52838,239.07141666666666
2017,3974,Food at home,Age of reference person,Reference person from age 25 to 34,55325,238.59408333333334
2018,3893,Food at home,Age of reference person,Reference person from age 25 to 34,56457,239.65933333333334
2019,3836,Food at home,Age of reference person,Reference person from age 25 to 34,57128,241.76675
2020,4383,Food at home,Age of reference person,Reference person from age 25 to 34,57644,250.21283333333332
2021,4497,Food at home,Age of reference person,Reference person from age 25 to 34,63905,258.8825
2022,5176,Food at home,Age of reference person,Reference person from age 25 to 34,67884,288.45758333333333
2023,5537,Food at home,Age of reference person,Reference person from age 25 to 34,71867,302.9105833333333
2024,5712,Food at home,Age of reference person,Reference person from age 25 to 34,74475,306.53991666666667
1984,2516,Food at home,Age of reference person,Reference person from age 35 to 44,28214,102.775
1985,2486,Food at home,Age of reference person,Reference person from age 35 to 44,29604,104.25833333333333
1986,2541,Food at home,Age of reference person,Reference person from age 35 to 44,31219,107.275
1987,2538,Food at home,Age of reference person,Reference person from age 35 to 44,31473,111.875
1988,2599,Food at home,Age of reference person,Reference person from age 35 to 44,33078,116.55833333333334
1989,2978,Food at home,Age of reference person,Reference person from age 35 to 44,35589,124.23333333333333
1990,3134,Food at home,Age of reference person,Reference person from age 35 to 44,35594,132.33333333333334
1991,3324,Food at home,Age of reference person,Reference person from age 35 to 44,36446,135.8
1992,3201,Food at home,Age of reference person,Reference person from age 35 to 44,37196,136.8
1993,3336,Food at home,Age of reference person,Reference person from age 35 to 44,37429,140.05
1994,3336,Food at home,Age of reference person,Reference person from age 35 to 44,37565,144.08333333333334
1995,3345,Food at home,Age of reference person,Reference person from age 35 to 44,38397,148.75
1996,3472,Food at home,Age of reference person,Reference person from age 35 to 44,39944,154.26666666666668
1997,3382,Food at home,Age of reference person,Reference person from age 35 to 44,40413,158.13333333333333
1998,3314,Food at home,Age of reference person,Reference person from age 35 to 44,42154,161.125
1999,3537,Food at home,Age of reference person,Reference person from age 35 to 44,42792,164.23333333333335
2000,3484,Food at home,Age of reference person,Reference person from age 35 to 44,45149,167.85833333333332
2001,3589,Food at home,Age of reference person,Reference person from age 35 to 44,46908,173.38333333333333
2002,3601,Food at home,Age of reference person,Reference person from age 35 to 44,48330,175.59166666666667
2003,3600,Food at home,Age of reference person,Reference person from age 35 to 44,47175,179.40833333333333
2004,3897,Food at home,Age of reference person,Reference person from age 35 to 44,50402,186.19166666666666
2005,4121,Food at home,Age of reference person,Reference person from age 35 to 44,55190,189.78333333333333
2006,4128,Food at home,Age of reference person,Reference person from age 35 to 44,57476,193.10833333333335
2007,4125,Food at home,Age of reference person,Reference person from age 35 to 44,58934,201.25366666666667
2008,4509,Food at home,Age of reference person,Reference person from age 35 to 44,58808,214.13883333333334
2009,4446,Food at home,Age of reference person,Reference person from age 35 to 44,57301,215.12208333333334
2010,4255,Food at home,Age of reference person,Reference person from age 35 to 44,55946,215.8305
2011,4594,Food at home,Age of reference person,Reference person from age 35 to 44,57271,226.19883333333334
2012,4490,Food at home,Age of reference person,Reference person from age 35 to 44,58069,231.74966666666666
2013,4641,Food at home,Age of reference person,Reference person from age 35 to 44,58784,233.85483333333335
2014,4675,Food at home,Age of reference person,Reference person from age 35 to 44,62512,239.44933333333333
2015,4944,Food at home,Age of reference person,Reference person from age 35 to 44,65334,242.25008333333332
2016,4725,Food at home,Age of reference person,Reference person from age 35 to 44,66444,239.07141666666666
2017,5127,Food at home,Age of reference person,Reference person from age 35 to 44,69034,238.59408333333334
2018,5425,Food at home,Age of reference person,Reference person from age 35 to 44,71198,239.65933333333334
2019,5458,Food at home,Age of reference person,Reference person from age 35 to 44,74890,241.76675
2020,6196,Food at home,Age of reference person,Reference person from age 35 to 44,74161,250.21283333333332
2021,6199,Food at home,Age of reference person,Reference person from age 35 to 44,79712,258.8825
2022,6773,Food at home,Age of reference person,Reference person from age 35 to 44,86050,288.45758333333333
2023,7211,Food at home,Age of reference person,Reference person from age 35 to 44,90939,302.9105833333333
2024,7411,Food at home,Age of reference person,Reference person from age 35 to 44,91229,306.53991666666667
1984,2581,Food at home,Age of reference person,Reference person from age 45 to 54,28696,102.775
1985,2592,Food at home,Age of reference person,Reference person from age 45 to 54,30946,104.25833333333333
1986,2680,Food at home,Age of reference person,Reference person from age 45 to 54,32218,107.275
1987,2627,Food at home,Age of reference person,Reference person from age 45 to 54,31708,111.875
1988,2605,Food at home,Age of reference person,Reference person from age 45 to 54,33205,116.55833333333334
1989,2980,Food at home,Age of reference person,Reference person from age 45 to 54,36073,124.23333333333333
1990,3008,Food at home,Age of reference person,Reference person from age 45 to 54,37012,132.33333333333334
1991,3147,Food at home,Age of reference person,Reference person from age 45 to 54,38137,135.8
1992,3102,Food at home,Age of reference person,Reference person from age 45 to 54,37427,136.8
1993,3212,Food at home,Age of reference person,Reference person from age 45 to 54,41020,140.05
1994,3319,Food at home,Age of reference person,Reference person from age 45 to 54,41420,144.08333333333334
1995,3223,Food at home,Age of reference person,Reference person from age 45 to 54,42179,148.75
1996,3401,Food at home,Age of reference person,Reference person from age 45 to 54,42772,154.26666666666668
1997,3440,Food at home,Age of reference person,Reference person from age 45 to 54,45239,158.13333333333333
1998,3388,Food at home,Age of reference person,Reference person from age 45 to 54,45475,161.125
1999,3340,Food at home,Age of reference person,Reference person from age 45 to 54,46511,164.23333333333335
2000,3657,Food at home,Age of reference person,Reference person from age 45 to 54,46160,167.85833333333332
2001,3659,Food at home,Age of reference person,Reference person from age 45 to 54,47930,173.38333333333333
2002,3528,Food at home,Age of reference person,Reference person from age 45 to 54,48748,175.59166666666667
2003,3693,Food at home,Age of reference person,Reference person from age 45 to 54,50101,179.40833333333333
2004,4083,Food at home,Age of reference person,Reference person from age 45 to 54,52764,186.19166666666666
2005,3807,Food at home,Age of reference person,Reference person from age 45 to 54,55854,189.78333333333333
2006,4036,Food at home,Age of reference person,Reference person from age 45 to 54,57563,193.10833333333335
2007,4003,Food at home,Age of reference person,Reference person from age 45 to 54,58331,201.25366666666667
2008,4452,Food at home,Age of reference person,Reference person from age 45 to 54,61179,214.13883333333334
2009,4343,Food at home,Age of reference person,Reference person from age 45 to 54,58708,215.12208333333334
2010,4369,Food at home,Age of reference person,Reference person from age 45 to 54,57788,215.8305
2011,4421,Food at home,Age of reference person,Reference person from age 45 to 54,58050,226.19883333333334
2012,4707,Food at home,Age of reference person,Reference person from age 45 to 54,62103,231.74966666666666
2013,4701,Food at home,Age of reference person,Reference person from age 45 to 54,60524,233.85483333333335
2014,4644,Food at home,Age of reference person,Reference person from age 45 to 54,65651,239.44933333333333
2015,4713,Food at home,Age of reference person,Reference person from age 45 to 54,69753,242.25008333333332
2016,4811,Food at home,Age of reference person,Reference person from age 45 to 54,71166,239.07141666666666
2017,5113,Food at home,Age of reference person,Reference person from age 45 to 54,73905,238.59408333333334
2018,5135,Food at home,Age of reference person,Reference person from age 45 to 54,75387,239.65933333333334
2019,5659,Food at home,Age of reference person,Reference person from age 45 to 54,77356,241.76675
2020,5783,Food at home,Age of reference person,Reference person from age 45 to 54,74791,250.21283333333332
2021,6617,Food at home,Age of reference person,Reference person from age 45 to 54,83854,258.8825
2022,6959,Food at home,Age of reference person,Reference person from age 45 to 54,91075,288.45758333333333
2023,7639,Food at home,Age of reference person,Reference person from age 45 to 54,97319,302.9105833333333
2024,7703,Food at home,Age of reference person,Reference person from age 45 to 54,100327,306.53991666666667
1984,2117,Food at home,Age of reference person,Reference person from age 55 to 64,23401,102.775
1985,2213,Food at home,Age of reference person,Reference person from age 55 to 64,24766,104.25833333333333
1986,2130,Food at home,Age of reference person,Reference person from age 55 to 64,24808,107.275
1987,2310,Food at home,Age of reference person,Reference person from age 55 to 64,25707,111.875
1988,2355,Food at home,Age of reference person,Reference person from age 55 to 64,25765,116.55833333333334
1989,2611,Food at home,Age of reference person,Reference person from age 55 to 64,28617,124.23333333333333
1990,2601,Food at home,Age of reference person,Reference person from age 55 to 64,29263,132.33333333333334
1991,2639,Food at home,Age of reference person,Reference person from age 55 to 64,31945,135.8
1992,2833,Food at home,Age of reference person,Reference person from age 55 to 64,31704,136.8
1993,2897,Food at home,Age of reference person,Reference person from age 55 to 64,32973,140.05
1994,2733,Food at home,Age of reference person,Reference person from age 55 to 64,33682,144.08333333333334
1995,2833,Food at home,Age of reference person,Reference person from age 55 to 64,32626,148.75
1996,3131,Food at home,Age of reference person,Reference person from age 55 to 64,36132,154.26666666666668
1997,3139,Food at home,Age of reference person,Reference person from age 55 to 64,35954,158.13333333333333
1998,2831,Food at home,Age of reference person,Reference person from age 55 to 64,37329,161.125
1999,2920,Food at home,Age of reference person,Reference person from age 55 to 64,39394,164.23333333333335
2000,3071,Food at home,Age of reference person,Reference person from age 55 to 64,39340,167.85833333333332
2001,3238,Food at home,Age of reference person,Reference person from age 55 to 64,41462,173.38333333333333
2002,3114,Food at home,Age of reference person,Reference person from age 55 to 64,44330,175.59166666666667
2003,3315,Food at home,Age of reference person,Reference person from age 55 to 64,44191,179.40833333333333
2004,3374,Food at home,Age of reference person,Reference person from age 55 to 64,47299,186.19166666666666
2005,3487,Food at home,Age of reference person,Reference person from age 55 to 64,49592,189.78333333333333
2006,3518,Food at home,Age of reference person,Reference person from age 55 to 64,50789,193.10833333333335
2007,3457,Food at home,Age of reference person,Reference person from age 55 to 64,53786,201.25366666666667
2008,3710,Food at home,Age of reference person,Reference person from age 55 to 64,54783,214.13883333333334
2009,3678,Food at home,Age of reference person,Reference person from age 55 to 64,52463,215.12208333333334
2010,3681,Food at home,Age of reference person,Reference person from age 55 to 64,50900,215.8305
2011,3908,Food at home,Age of reference person,Reference person from age 55 to 64,53616,226.19883333333334
2012,4012,Food at home,Age of reference person,Reference person from age 55 to 64,55636,231.74966666666666
2013,4232,Food at home,Age of reference person,Reference person from age 55 to 64,55892,233.85483333333335
2014,4109,Food at home,Age of reference person,Reference person from age 55 to 64,56267,239.44933333333333
2015,4200,Food at home,Age of reference person,Reference person from age 55 to 64,58781,242.25008333333332
2016,4190,Food at home,Age of reference person,Reference person from age 55 to 64,61346,239.07141666666666
2017,4665,Food at home,Age of reference person,Reference person from age 55 to 64,64972,238.59408333333334
2018,4755,Food at home,Age of reference person,Reference person from age 55 to 64,66212,239.65933333333334
2019,5094,Food at home,Age of reference person,Reference person from age 55 to 64,69494,241.76675
2020,5045,Food at home,Age of reference person,Reference person from age 55 to 64,64918,250.21283333333332
2021,5523,Food at home,Age of reference person,Reference person from age 55 to 64,70570,258.8825
2022,5981,Food at home,Age of reference person,Reference person from age 55 to 64,78082,288.45758333333333
2023,6324,Food at home,Age of reference person,Reference person from age 55 to 64,83379,302.9105833333333
2024,6174,Food at home,Age of reference person,Reference person from age 55 to 64,84946,306.53991666666667
1988,1709,Food at home,Age of reference person,Reference person age 65 or over,17297,116.55833333333334
1989,1907,Food at home,Age of reference person,Reference person age 65 or over,18967,124.23333333333333
1990,1917,Food at home,Age of reference person,Reference person age 65 or over,18551,132.33333333333334
1991,2152,Food at home,Age of reference person,Reference person age 65 or over,19692,135.8
1992,2211,Food at home,Age of reference person,Reference person age 65 or over,20616,136.8
1993,2344,Food at home,Age of reference person,Reference person age 65 or over,21322,140.05
1994,2245,Food at home,Age of reference person,Reference person age 65 or over,22527,144.08333333333334
1995,2367,Food at home,Age of reference person,Reference person age 65 or over,22249,148.75
1996,2384,Food at home,Age of reference person,Reference person age 65 or over,24029,154.26666666666668
1997,2293,Food at home,Age of reference person,Reference person age 65 or over,24413,158.13333333333333
1998,2264,Food at home,Age of reference person,Reference person age 65 or over,24721,161.125
1999,2266,Food at home,Age of reference person,Reference person age 65 or over,26521,164.23333333333335
2000,2448,Food at home,Age of reference person,Reference person age 65 or over,26533,167.85833333333332
2001,2435,Food at home,Age of reference person,Reference person age 65 or over,27714,173.38333333333333
2002,2548,Food at home,Age of reference person,Reference person age 65 or over,28105,175.59166666666667
2003,2575,Food at home,Age of reference person,Reference person age 65 or over,29376,179.40833333333333
2004,2722,Food at home,Age of reference person,Reference person age 65 or over,31104,186.19166666666666
2005,2605,Food at home,Age of reference person,Reference person age 65 or over,32866,189.78333333333333
2006,2659,Food at home,Age of reference person,Reference person age 65 or over,35058,193.10833333333335
2007,2905,Food at home,Age of reference person,Reference person age 65 or over,36530,201.25366666666667
2008,3075,Food at home,Age of reference person,Reference person age 65 or over,36844,214.13883333333334
2009,3222,Food at home,Age of reference person,Reference person age 65 or over,37562,215.12208333333334
2010,2950,Food at home,Age of reference person,Reference person age 65 or over,36802,215.8305
2011,3309,Food at home,Age of reference person,Reference person age 65 or over,39173,226.19883333333334
2012,3273,Food at home,Age of reference person,Reference person age 65 or over,40410,231.74966666666666
2013,3327,Food at home,Age of reference person,Reference person age 65 or over,41403,233.85483333333335
2014,3399,Food at home,Age of reference person,Reference person age 65 or over,43635,239.44933333333333
2015,3398,Food at home,Age of reference person,Reference person age 65 or over,44664,242.25008333333332
2016,3571,Food at home,Age of reference person,Reference person age 65 or over,45756,239.07141666666666
2017,3815,Food at home,Age of reference person,Reference person age 65 or over,49542,238.59408333333334
2018,4009,Food at home,Age of reference person,Reference person age 65 or over,50860,239.65933333333334
2019,4063,Food at home,Age of reference person,Reference person age 65 or over,50220,241.76675
2020,4204,Food at home,Age of reference person,Reference person age 65 or over,47573,250.21283333333332
2021,4497,Food at home,Age of reference person,Reference person age 65 or over,52141,258.8825
